Instrument,Company Event Type,Date,year,ticker
ABT,EarningsReleases,2001-02-14 13:30:00,2001,ABT
ABT,EarningsReleases,2001-04-12 13:30:00,2001,ABT
ABT,EarningsReleases,2001-05-15 12:30:00,2001,ABT
ABT,EarningsReleases,2001-07-12 12:30:00,2001,ABT
ABT,EarningsReleases,2001-08-14 12:30:00,2001,ABT
ABT,EarningsReleases,2001-10-10 12:00:00,2001,ABT
ABT,EarningsReleases,2001-11-08 13:30:00,2001,ABT
ABT,EarningsReleases,2001-11-14 21:00:00,2001,ABT
ABT,EarningsReleases,2002-01-16 13:30:00,2002,ABT
ABT,EarningsReleases,2002-02-07 21:00:00,2002,ABT
ABT,EarningsReleases,2002-02-12 13:30:00,2002,ABT
ABT,EarningsReleases,2002-04-09 12:30:00,2002,ABT
ABT,EarningsReleases,2002-05-08 12:00:00,2002,ABT
ABT,EarningsReleases,2002-05-14 12:30:00,2002,ABT
ABT,EarningsReleases,2002-07-11 12:30:00,2002,ABT
ABT,EarningsReleases,2002-07-18 20:00:00,2002,ABT
ABT,EarningsReleases,2002-07-25 12:30:00,2002,ABT
ABT,EarningsReleases,2002-10-09 12:00:00,2002,ABT
ABT,EarningsReleases,2002-10-24 12:00:00,2002,ABT
ABT,EarningsReleases,2002-10-24 12:30:00,2002,ABT
ABT,EarningsReleases,2003-01-16 13:30:00,2003,ABT
ABT,EarningsReleases,2003-02-06 21:00:00,2003,ABT
ABT,EarningsReleases,2003-02-20 13:30:00,2003,ABT
ABT,EarningsReleases,2003-04-09 12:00:00,2003,ABT
ABT,EarningsReleases,2003-04-23 20:00:00,2003,ABT
ABT,EarningsReleases,2003-04-24 12:30:00,2003,ABT
ABT,EarningsReleases,2003-07-10 12:30:00,2003,ABT
ABT,EarningsReleases,2003-07-24 12:30:00,2003,ABT
ABT,EarningsReleases,2003-07-24 20:00:00,2003,ABT
ABT,EarningsReleases,2003-10-09 12:30:00,2003,ABT
ABT,EarningsReleases,2003-10-22 12:00:00,2003,ABT
ABT,EarningsReleases,2003-10-23 12:30:00,2003,ABT
ABT,EarningsReleases,2004-01-16 13:30:00,2004,ABT
ABT,EarningsReleases,2004-01-22 12:00:00,2004,ABT
ABT,EarningsReleases,2004-04-08 12:30:00,2004,ABT
ABT,EarningsReleases,2004-07-09 12:30:00,2004,ABT
ABT,EarningsReleases,2004-10-14 12:30:00,2004,ABT
ABT,EarningsReleases,2005-01-18 13:30:00,2005,ABT
ABT,EarningsReleases,2005-04-12 12:30:00,2005,ABT
ABT,EarningsReleases,2005-07-13 12:00:00,2005,ABT
ABT,EarningsReleases,2005-10-19 12:30:00,2005,ABT
ABT,EarningsReleases,2006-01-25 13:30:00,2006,ABT
ABT,EarningsReleases,2006-04-19 12:00:00,2006,ABT
ABT,EarningsReleases,2006-07-19 12:00:00,2006,ABT
ABT,EarningsReleases,2006-10-18 12:30:00,2006,ABT
ABT,EarningsReleases,2007-01-24 13:30:00,2007,ABT
ABT,EarningsReleases,2007-04-18 12:30:00,2007,ABT
ABT,EarningsReleases,2007-07-18 12:30:00,2007,ABT
ABT,EarningsReleases,2007-10-17 12:30:00,2007,ABT
ABT,EarningsReleases,2008-01-23 13:30:00,2008,ABT
ABT,EarningsReleases,2008-04-16 12:30:00,2008,ABT
ABT,EarningsReleases,2008-07-16 12:30:00,2008,ABT
ABT,EarningsReleases,2008-10-15 12:30:00,2008,ABT
ABT,EarningsReleases,2009-01-21 13:30:00,2009,ABT
ABT,EarningsReleases,2009-04-15 12:30:00,2009,ABT
ABT,EarningsReleases,2009-07-15 12:30:00,2009,ABT
ABT,EarningsReleases,2009-10-14 12:30:00,2009,ABT
ABT,EarningsReleases,2010-01-27 14:30:00,2010,ABT
ABT,EarningsReleases,2010-04-21 12:00:00,2010,ABT
ABT,EarningsReleases,2010-07-21 12:30:00,2010,ABT
ABT,EarningsReleases,2010-10-20 12:30:00,2010,ABT
ABT,EarningsReleases,2011-01-26 13:30:00,2011,ABT
ABT,EarningsReleases,2011-04-20 12:30:00,2011,ABT
ABT,EarningsReleases,2011-07-20 12:30:00,2011,ABT
ABT,EarningsReleases,2011-10-19 12:30:00,2011,ABT
ABT,EarningsReleases,2012-01-25 13:30:00,2012,ABT
ABT,EarningsReleases,2012-04-18 12:30:00,2012,ABT
ABT,EarningsReleases,2012-07-18 12:30:00,2012,ABT
ABT,EarningsReleases,2012-10-17 12:30:00,2012,ABT
ABT,EarningsReleases,2013-01-23 13:30:00,2013,ABT
ABT,EarningsReleases,2013-04-17 12:30:00,2013,ABT
ABT,EarningsReleases,2013-07-17 12:30:00,2013,ABT
ABT,EarningsReleases,2013-10-16 12:30:00,2013,ABT
ABT,EarningsReleases,2014-01-22 13:30:00,2014,ABT
ABT,EarningsReleases,2014-04-16 12:30:00,2014,ABT
ABT,EarningsReleases,2014-07-16 12:30:00,2014,ABT
ABT,EarningsReleases,2014-10-22 12:30:00,2014,ABT
ABT,EarningsReleases,2015-01-29 13:30:00,2015,ABT
ABT,EarningsReleases,2015-04-22 12:30:00,2015,ABT
ABT,EarningsReleases,2015-07-22 12:30:00,2015,ABT
ABT,EarningsReleases,2015-10-21 12:30:00,2015,ABT
ABT,EarningsReleases,2016-01-28 13:30:00,2016,ABT
ABT,EarningsReleases,2016-04-20 12:30:00,2016,ABT
ABT,EarningsReleases,2016-07-20 12:30:00,2016,ABT
ABT,EarningsReleases,2016-10-19 12:30:00,2016,ABT
ABT,EarningsReleases,2017-01-25 13:30:00,2017,ABT
ABT,EarningsReleases,2017-04-19 12:30:00,2017,ABT
ABT,EarningsReleases,2017-07-20 12:30:00,2017,ABT
ABT,EarningsReleases,2017-10-18 12:30:00,2017,ABT
ABT,EarningsReleases,2018-01-24 13:30:00,2018,ABT
ABT,EarningsReleases,2018-04-18 12:30:00,2018,ABT
ABT,EarningsReleases,2018-07-18 11:45:06,2018,ABT
ABT,EarningsReleases,2018-10-17 11:45:05,2018,ABT
ABT,EarningsReleases,2019-01-23 12:45:08,2019,ABT
ABT,EarningsReleases,2019-04-17 11:45:04,2019,ABT
ABT,EarningsReleases,2019-07-17 11:32:01,2019,ABT
ABT,EarningsReleases,2019-10-16 11:30:05,2019,ABT
ABT,EarningsReleases,2020-01-22 12:30:05,2020,ABT
ABT,EarningsReleases,2020-04-16 11:30:04,2020,ABT
ABT,EarningsReleases,2020-07-16 11:30:05,2020,ABT
ABT,EarningsReleases,2020-10-21 11:30:05,2020,ABT
ABT,EarningsReleases,2021-01-27 12:30:09,2021,ABT
ABT,EarningsReleases,2021-04-20 11:30:08,2021,ABT
ABT,EarningsReleases,2021-07-22 11:15:04,2021,ABT
ABT,EarningsReleases,2021-10-20 11:30:10,2021,ABT
ABT,EarningsReleases,2022-01-26 12:30:33,2022,ABT
ABT,EarningsReleases,2022-04-20 11:30:05,2022,ABT
ABT,EarningsReleases,2022-07-20 11:30:05,2022,ABT
ABT,EarningsReleases,2022-10-19 11:30:06,2022,ABT
ABT,EarningsReleases,2023-01-25 12:30:07,2023,ABT
ABT,EarningsReleases,2023-04-19 11:15:05,2023,ABT
ABT,EarningsReleases,2023-07-20 11:30:12,2023,ABT
ABT,EarningsReleases,2023-10-18 11:30:06,2023,ABT
ABT,EarningsReleases,2024-01-24 14:30:00,2024,ABT
ABT,EarningsReleases,2024-04-17 11:30:04,2024,ABT
ABT,EarningsReleases,2024-07-18 11:30:05,2024,ABT
ABT,EarningsReleases,2024-10-16 11:30:07,2024,ABT
AAPL.O,EarningsReleases,2000-01-19 22:00:00,2000,AAPL
AAPL.O,EarningsReleases,2000-04-19 21:00:00,2000,AAPL
AAPL.O,EarningsReleases,2000-07-18 20:00:00,2000,AAPL
AAPL.O,EarningsReleases,2000-10-18 20:00:00,2000,AAPL
AAPL.O,EarningsReleases,2001-01-17 21:00:00,2001,AAPL
AAPL.O,EarningsReleases,2001-04-18 20:00:00,2001,AAPL
AAPL.O,EarningsReleases,2001-07-17 20:00:00,2001,AAPL
AAPL.O,EarningsReleases,2001-10-17 20:00:00,2001,AAPL
AAPL.O,EarningsReleases,2002-01-16 21:00:00,2002,AAPL
AAPL.O,EarningsReleases,2002-04-17 20:00:00,2002,AAPL
AAPL.O,EarningsReleases,2002-07-16 20:00:00,2002,AAPL
AAPL.O,EarningsReleases,2002-10-16 20:00:00,2002,AAPL
AAPL.O,EarningsReleases,2003-01-15 21:00:00,2003,AAPL
AAPL.O,EarningsReleases,2003-04-16 12:00:00,2003,AAPL
AAPL.O,EarningsReleases,2003-07-16 20:00:00,2003,AAPL
AAPL.O,EarningsReleases,2003-10-15 20:00:00,2003,AAPL
AAPL.O,EarningsReleases,2004-01-14 21:00:00,2004,AAPL
AAPL.O,EarningsReleases,2004-04-14 21:00:00,2004,AAPL
AAPL.O,EarningsReleases,2004-07-14 12:00:00,2004,AAPL
AAPL.O,EarningsReleases,2004-10-13 12:00:00,2004,AAPL
AAPL.O,EarningsReleases,2005-01-12 12:00:00,2005,AAPL
AAPL.O,EarningsReleases,2005-04-13 12:00:00,2005,AAPL
AAPL.O,EarningsReleases,2005-07-13 12:00:00,2005,AAPL
AAPL.O,EarningsReleases,2005-10-11 21:00:00,2005,AAPL
AAPL.O,EarningsReleases,2006-01-18 21:00:00,2006,AAPL
AAPL.O,EarningsReleases,2006-04-19 20:00:00,2006,AAPL
AAPL.O,EarningsReleases,2006-07-19 20:00:00,2006,AAPL
AAPL.O,EarningsReleases,2006-10-18 20:00:00,2006,AAPL
AAPL.O,EarningsReleases,2007-01-17 21:00:00,2007,AAPL
AAPL.O,EarningsReleases,2007-04-25 20:00:00,2007,AAPL
AAPL.O,EarningsReleases,2007-07-25 20:00:00,2007,AAPL
AAPL.O,EarningsReleases,2007-10-22 20:00:00,2007,AAPL
AAPL.O,EarningsReleases,2008-01-22 21:00:00,2008,AAPL
AAPL.O,EarningsReleases,2008-04-23 20:00:00,2008,AAPL
AAPL.O,EarningsReleases,2008-07-21 20:00:00,2008,AAPL
AAPL.O,EarningsReleases,2008-10-21 20:00:00,2008,AAPL
AAPL.O,EarningsReleases,2009-01-21 21:00:00,2009,AAPL
AAPL.O,EarningsReleases,2009-04-22 20:00:00,2009,AAPL
AAPL.O,EarningsReleases,2009-07-21 20:00:00,2009,AAPL
AAPL.O,EarningsReleases,2009-10-19 20:00:00,2009,AAPL
AAPL.O,EarningsReleases,2010-01-25 21:00:00,2010,AAPL
AAPL.O,EarningsReleases,2010-04-20 20:00:00,2010,AAPL
AAPL.O,EarningsReleases,2010-07-20 20:00:00,2010,AAPL
AAPL.O,EarningsReleases,2010-10-18 20:00:00,2010,AAPL
AAPL.O,EarningsReleases,2011-01-18 12:00:00,2011,AAPL
AAPL.O,EarningsReleases,2011-04-20 20:00:00,2011,AAPL
AAPL.O,EarningsReleases,2011-07-19 20:00:00,2011,AAPL
AAPL.O,EarningsReleases,2011-10-18 20:00:00,2011,AAPL
AAPL.O,EarningsReleases,2012-01-24 21:00:00,2012,AAPL
AAPL.O,EarningsReleases,2012-04-24 20:00:00,2012,AAPL
AAPL.O,EarningsReleases,2012-07-24 20:00:00,2012,AAPL
AAPL.O,EarningsReleases,2012-10-25 20:00:00,2012,AAPL
AAPL.O,EarningsReleases,2013-01-23 21:00:00,2013,AAPL
AAPL.O,EarningsReleases,2013-04-23 20:00:00,2013,AAPL
AAPL.O,EarningsReleases,2013-07-23 20:00:00,2013,AAPL
AAPL.O,EarningsReleases,2013-10-28 20:00:00,2013,AAPL
AAPL.O,EarningsReleases,2014-01-27 21:00:00,2014,AAPL
AAPL.O,EarningsReleases,2014-04-23 20:30:00,2014,AAPL
AAPL.O,EarningsReleases,2014-07-22 20:00:00,2014,AAPL
AAPL.O,EarningsReleases,2014-10-20 20:00:00,2014,AAPL
AAPL.O,EarningsReleases,2015-01-27 21:00:00,2015,AAPL
AAPL.O,EarningsReleases,2015-04-27 20:00:00,2015,AAPL
AAPL.O,EarningsReleases,2015-07-21 20:00:00,2015,AAPL
AAPL.O,EarningsReleases,2015-10-27 20:00:00,2015,AAPL
AAPL.O,EarningsReleases,2016-01-26 21:00:00,2016,AAPL
AAPL.O,EarningsReleases,2016-04-26 20:00:00,2016,AAPL
AAPL.O,EarningsReleases,2016-07-26 20:00:00,2016,AAPL
AAPL.O,EarningsReleases,2016-10-25 20:00:00,2016,AAPL
AAPL.O,EarningsReleases,2017-01-31 21:00:00,2017,AAPL
AAPL.O,EarningsReleases,2017-05-02 20:00:00,2017,AAPL
AAPL.O,EarningsReleases,2017-08-01 20:00:00,2017,AAPL
AAPL.O,EarningsReleases,2017-11-02 20:00:00,2017,AAPL
AAPL.O,EarningsReleases,2018-02-01 21:00:00,2018,AAPL
AAPL.O,EarningsReleases,2018-05-01 20:30:00,2018,AAPL
AAPL.O,EarningsReleases,2018-07-31 20:30:00,2018,AAPL
AAPL.O,EarningsReleases,2018-11-01 20:30:00,2018,AAPL
AAPL.O,EarningsReleases,2019-01-29 21:30:00,2019,AAPL
AAPL.O,EarningsReleases,2019-04-30 20:30:00,2019,AAPL
AAPL.O,EarningsReleases,2019-07-30 20:30:00,2019,AAPL
AAPL.O,EarningsReleases,2019-10-30 20:30:00,2019,AAPL
AAPL.O,EarningsReleases,2020-01-28 21:30:00,2020,AAPL
AAPL.O,EarningsReleases,2020-04-30 20:30:00,2020,AAPL
AAPL.O,EarningsReleases,2020-07-30 20:30:00,2020,AAPL
AAPL.O,EarningsReleases,2020-10-29 20:30:00,2020,AAPL
AAPL.O,EarningsReleases,2021-01-27 21:30:00,2021,AAPL
AAPL.O,EarningsReleases,2021-04-28 20:30:00,2021,AAPL
AAPL.O,EarningsReleases,2021-07-27 20:30:00,2021,AAPL
AAPL.O,EarningsReleases,2021-10-28 20:30:00,2021,AAPL
AAPL.O,EarningsReleases,2022-01-27 21:30:00,2022,AAPL
AAPL.O,EarningsReleases,2022-04-28 20:30:00,2022,AAPL
AAPL.O,EarningsReleases,2022-07-28 20:00:00,2022,AAPL
AAPL.O,EarningsReleases,2022-10-27 20:30:00,2022,AAPL
AAPL.O,EarningsReleases,2023-02-02 21:30:00,2023,AAPL
AAPL.O,EarningsReleases,2023-05-04 20:30:00,2023,AAPL
AAPL.O,EarningsReleases,2023-08-03 20:30:00,2023,AAPL
AAPL.O,EarningsReleases,2023-11-02 20:30:00,2023,AAPL
AAPL.O,EarningsReleases,2024-02-01 21:00:00,2024,AAPL
AAPL.O,EarningsReleases,2024-05-02 20:30:00,2024,AAPL
AAPL.O,EarningsReleases,2024-08-01 20:30:00,2024,AAPL
AAPL.O,EarningsReleases,2024-10-31 20:30:00,2024,AAPL
ADM,EarningsReleases,2000-01-18 12:00:00,2000,ADM
ADM,EarningsReleases,2000-04-17 12:00:00,2000,ADM
ADM,EarningsReleases,2000-07-21 12:00:00,2000,ADM
ADM,EarningsReleases,2000-10-19 12:00:00,2000,ADM
ADM,EarningsReleases,2001-01-19 12:00:00,2001,ADM
ADM,EarningsReleases,2001-04-23 12:00:00,2001,ADM
ADM,EarningsReleases,2001-07-23 12:00:00,2001,ADM
ADM,EarningsReleases,2001-10-22 20:00:00,2001,ADM
ADM,EarningsReleases,2002-01-23 13:30:00,2002,ADM
ADM,EarningsReleases,2002-04-23 12:30:00,2002,ADM
ADM,EarningsReleases,2002-07-24 12:30:00,2002,ADM
ADM,EarningsReleases,2002-10-23 12:30:00,2002,ADM
ADM,EarningsReleases,2003-01-24 13:30:00,2003,ADM
ADM,EarningsReleases,2003-04-23 12:30:00,2003,ADM
ADM,EarningsReleases,2003-07-24 12:30:00,2003,ADM
ADM,EarningsReleases,2003-10-31 13:30:00,2003,ADM
ADM,EarningsReleases,2004-01-30 13:30:00,2004,ADM
ADM,EarningsReleases,2004-04-30 12:30:00,2004,ADM
ADM,EarningsReleases,2004-07-30 12:30:00,2004,ADM
ADM,EarningsReleases,2004-10-29 12:30:00,2004,ADM
ADM,EarningsReleases,2005-01-28 13:30:00,2005,ADM
ADM,EarningsReleases,2005-04-29 12:30:00,2005,ADM
ADM,EarningsReleases,2005-07-29 12:30:00,2005,ADM
ADM,EarningsReleases,2005-10-28 12:30:00,2005,ADM
ADM,EarningsReleases,2006-01-31 13:30:00,2006,ADM
ADM,EarningsReleases,2006-05-02 12:30:00,2006,ADM
ADM,EarningsReleases,2006-08-01 12:30:00,2006,ADM
ADM,EarningsReleases,2006-10-31 13:30:00,2006,ADM
ADM,EarningsReleases,2007-02-01 13:30:00,2007,ADM
ADM,EarningsReleases,2007-05-01 12:30:00,2007,ADM
ADM,EarningsReleases,2007-07-30 12:30:00,2007,ADM
ADM,EarningsReleases,2007-11-06 13:30:00,2007,ADM
ADM,EarningsReleases,2008-02-04 13:30:00,2008,ADM
ADM,EarningsReleases,2008-04-29 12:30:00,2008,ADM
ADM,EarningsReleases,2008-08-05 12:30:00,2008,ADM
ADM,EarningsReleases,2008-11-04 13:30:00,2008,ADM
ADM,EarningsReleases,2009-02-03 13:30:00,2009,ADM
ADM,EarningsReleases,2009-05-05 12:30:00,2009,ADM
ADM,EarningsReleases,2009-08-04 12:30:00,2009,ADM
ADM,EarningsReleases,2009-11-03 13:30:00,2009,ADM
ADM,EarningsReleases,2010-02-02 13:30:00,2010,ADM
ADM,EarningsReleases,2010-05-04 12:30:00,2010,ADM
ADM,EarningsReleases,2010-08-03 12:30:00,2010,ADM
ADM,EarningsReleases,2010-11-02 12:30:00,2010,ADM
ADM,EarningsReleases,2011-02-01 13:30:00,2011,ADM
ADM,EarningsReleases,2011-05-03 12:30:00,2011,ADM
ADM,EarningsReleases,2011-08-02 12:30:00,2011,ADM
ADM,EarningsReleases,2011-11-01 12:30:00,2011,ADM
ADM,EarningsReleases,2012-01-31 13:30:00,2012,ADM
ADM,EarningsReleases,2012-05-01 12:30:00,2012,ADM
ADM,EarningsReleases,2012-07-31 12:30:00,2012,ADM
ADM,EarningsReleases,2012-10-30 12:30:00,2012,ADM
ADM,EarningsReleases,2013-02-05 13:30:00,2013,ADM
ADM,EarningsReleases,2013-05-01 20:00:00,2013,ADM
ADM,EarningsReleases,2013-08-06 12:30:00,2013,ADM
ADM,EarningsReleases,2013-10-29 12:30:00,2013,ADM
ADM,EarningsReleases,2014-02-04 13:30:00,2014,ADM
ADM,EarningsReleases,2014-04-29 12:30:00,2014,ADM
ADM,EarningsReleases,2014-08-05 12:30:00,2014,ADM
ADM,EarningsReleases,2014-11-04 13:30:00,2014,ADM
ADM,EarningsReleases,2015-02-03 13:30:00,2015,ADM
ADM,EarningsReleases,2015-05-05 12:30:00,2015,ADM
ADM,EarningsReleases,2015-08-04 12:30:00,2015,ADM
ADM,EarningsReleases,2015-11-03 13:30:00,2015,ADM
ADM,EarningsReleases,2016-02-02 13:30:00,2016,ADM
ADM,EarningsReleases,2016-05-03 12:30:00,2016,ADM
ADM,EarningsReleases,2016-08-02 12:30:00,2016,ADM
ADM,EarningsReleases,2016-11-01 12:30:00,2016,ADM
ADM,EarningsReleases,2017-02-07 13:30:00,2017,ADM
ADM,EarningsReleases,2017-05-02 12:30:00,2017,ADM
ADM,EarningsReleases,2017-08-01 12:30:00,2017,ADM
ADM,EarningsReleases,2017-10-31 12:30:00,2017,ADM
ADM,EarningsReleases,2018-02-06 13:30:00,2018,ADM
ADM,EarningsReleases,2018-05-01 11:00:00,2018,ADM
ADM,EarningsReleases,2018-07-31 11:00:00,2018,ADM
ADM,EarningsReleases,2018-11-06 12:00:00,2018,ADM
ADM,EarningsReleases,2019-02-05 12:00:00,2019,ADM
ADM,EarningsReleases,2019-04-26 11:00:02,2019,ADM
ADM,EarningsReleases,2019-08-01 11:00:00,2019,ADM
ADM,EarningsReleases,2019-10-31 11:00:00,2019,ADM
ADM,EarningsReleases,2020-01-29 21:05:00,2020,ADM
ADM,EarningsReleases,2020-04-29 20:05:00,2020,ADM
ADM,EarningsReleases,2020-07-29 20:05:00,2020,ADM
ADM,EarningsReleases,2020-10-29 20:05:00,2020,ADM
ADM,EarningsReleases,2021-01-26 12:00:01,2021,ADM
ADM,EarningsReleases,2021-04-27 11:00:01,2021,ADM
ADM,EarningsReleases,2021-07-27 11:00:01,2021,ADM
ADM,EarningsReleases,2021-10-26 11:00:02,2021,ADM
ADM,EarningsReleases,2022-01-25 12:00:01,2022,ADM
ADM,EarningsReleases,2022-04-26 11:00:01,2022,ADM
ADM,EarningsReleases,2022-07-26 11:00:01,2022,ADM
ADM,EarningsReleases,2022-10-25 11:00:01,2022,ADM
ADM,EarningsReleases,2023-01-26 12:00:01,2023,ADM
ADM,EarningsReleases,2023-04-25 11:00:00,2023,ADM
ADM,EarningsReleases,2023-07-25 11:00:00,2023,ADM
ADM,EarningsReleases,2023-10-24 11:00:01,2023,ADM
ADM,EarningsReleases,2024-03-12 11:00:01,2024,ADM
ADM,EarningsReleases,2024-04-30 11:00:01,2024,ADM
ADM,EarningsReleases,2024-07-30 11:00:01,2024,ADM
ADM,EarningsReleases,2024-11-05 01:00:00,2024,ADM
ADM,EarningsReleases,2024-11-18 21:00:00,2024,ADM
ADBE.O,EarningsReleases,2000-01-26 22:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-02-08 12:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-03-01 12:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-03-16 22:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-04-26 21:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-06-15 21:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-06-21 12:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-07-20 12:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-08-30 20:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-09-14 20:00:00,2000,ADBE
ADBE.O,EarningsReleases,2000-10-18 20:00:00,2000,ADBE
