,date,epsActual,epsEstimated,eps_surprise,ticker
10,2023-09-28,0.94,0.75,0.18999999999999995,NKE
9,2023-12-21,1.03,0.85,0.18000000000000005,NKE
8,2024-03-21,0.98,0.74,0.24,NKE
7,2024-06-27,1.01,0.83,0.18000000000000005,NKE
6,2024-10-01,0.7,0.52,0.17999999999999994,NKE
5,2024-12-19,0.78,0.65,0.13,NKE
4,2025-03-20,0.54,0.3007,0.2393,NKE
3,2025-06-26,0.14,0.1303,0.009700000000000014,NKE
2,2025-09-30,,0.28,,NKE
133,1993-01-25,0.41,0.31,0.09999999999999998,CVX
132,1993-04-27,0.39,0.32,0.07,CVX
131,1993-07-26,0.43,0.34,0.08999999999999997,CVX
130,1993-10-26,0.44,0.35,0.09000000000000002,CVX
129,1994-01-25,0.4,0.36,0.040000000000000036,CVX
128,1994-04-26,0.33,0.34,-0.010000000000000009,CVX
127,1994-07-26,0.2,0.29,-0.08999999999999997,CVX
126,1994-10-25,0.32,0.32,0.0,CVX
125,1995-01-24,0.38,0.35,0.030000000000000027,CVX
124,1995-04-25,0.31,0.33,-0.020000000000000018,CVX
123,1995-07-24,0.47,0.42,0.04999999999999999,CVX
122,1995-10-24,0.39,0.39,0.0,CVX
121,1996-01-24,0.35,0.32,0.02999999999999997,CVX
120,1996-04-22,0.47,0.41,0.06,CVX
119,1996-07-22,0.54,0.5,0.040000000000000036,CVX
118,1996-10-21,0.5,0.48,0.020000000000000018,CVX
117,1997-01-24,0.53,0.49,0.040000000000000036,CVX
116,1997-04-23,0.62,0.55,0.06999999999999995,CVX
115,1997-07-23,0.63,0.54,0.08999999999999997,CVX
114,1997-10-22,0.56,0.52,0.040000000000000036,CVX
113,1998-01-22,0.61,0.49,0.12,CVX
112,1998-04-23,0.34,0.35,-0.009999999999999953,CVX
111,1998-07-23,0.44,0.38,0.06,CVX
110,1998-10-22,0.35,0.34,0.009999999999999953,CVX
109,1999-01-25,0.38,0.25,0.13,CVX
108,1999-04-22,0.22,0.25,-0.03,CVX
107,1999-07-23,0.37,0.35,0.020000000000000018,CVX
106,1999-10-25,0.54,0.51,0.030000000000000027,CVX
105,2000-01-25,0.62,0.61,0.010000000000000009,CVX
104,2000-04-26,0.85,0.73,0.12,CVX
103,2000-07-25,0.88,0.86,0.020000000000000018,CVX
102,2000-10-24,1.26,0.72,0.54,CVX
101,2001-01-24,1.2,1.1,0.09999999999999987,CVX
100,2001-04-25,1.25,1.09,0.15999999999999992,CVX
99,2001-07-24,1.08,1.03,0.050000000000000044,CVX
98,2001-10-25,0.93,0.73,0.20000000000000007,CVX
97,2002-01-29,0.24,0.45,-0.21000000000000002,CVX
96,2002-04-25,0.44,0.35,0.09000000000000002,CVX
95,2002-07-30,0.58,0.69,-0.10999999999999999,CVX
94,2002-10-31,0.59,0.65,-0.06000000000000005,CVX
93,2003-01-31,0.5,0.64,-0.14,CVX
92,2003-05-02,1.01,0.91,0.09999999999999998,CVX
91,2003-08-01,0.81,0.76,0.050000000000000044,CVX
90,2003-10-31,0.92,0.81,0.10999999999999999,CVX
89,2004-01-30,0.78,0.8,-0.020000000000000018,CVX
88,2004-04-30,1.23,1.01,0.21999999999999997,CVX
87,2004-07-30,1.53,1.36,0.16999999999999993,CVX
86,2004-10-29,1.28,1.37,-0.09000000000000008,CVX
85,2005-01-28,1.56,1.4,0.16000000000000014,CVX
84,2005-04-29,1.28,1.38,-0.09999999999999987,CVX
83,2005-07-29,1.76,1.69,0.07000000000000006,CVX
82,2005-10-28,1.64,1.91,-0.27,CVX
81,2006-01-27,1.86,1.89,-0.029999999999999805,CVX
80,2006-04-28,1.8,1.78,0.020000000000000018,CVX
79,2006-07-28,2.1,2.21,-0.10999999999999988,CVX
78,2006-10-27,2.29,2.03,0.26000000000000023,CVX
77,2007-02-02,1.74,1.73,0.010000000000000009,CVX
76,2007-04-27,1.86,1.67,0.19000000000000017,CVX
75,2007-07-27,2.27,2.3,-0.029999999999999805,CVX
74,2007-11-02,1.97,2.07,-0.09999999999999987,CVX
73,2008-02-01,2.25,2.26,-0.009999999999999787,CVX
72,2008-05-02,2.48,2.41,0.06999999999999984,CVX
71,2008-08-01,2.9,3.03,-0.1299999999999999,CVX
70,2008-10-31,3.85,3.25,0.6000000000000001,CVX
69,2009-01-30,2.13,1.81,0.31999999999999984,CVX
68,2009-05-01,0.72,0.81,-0.09000000000000008,CVX
67,2009-07-31,0.87,0.95,-0.07999999999999996,CVX
66,2009-10-30,1.72,1.47,0.25,CVX
65,2010-01-29,1.53,1.7,-0.16999999999999993,CVX
64,2010-04-30,2.36,1.94,0.41999999999999993,CVX
63,2010-07-30,2.7,2.44,0.26000000000000023,CVX
62,2010-10-29,1.87,2.15,-0.2799999999999998,CVX
61,2011-01-28,2.44,2.41,0.029999999999999805,CVX
60,2011-04-29,3.09,3.01,0.08000000000000007,CVX
59,2011-07-29,3.85,3.56,0.29000000000000004,CVX
58,2011-10-28,3.92,3.48,0.43999999999999995,CVX
57,2012-01-27,2.58,2.84,-0.2599999999999998,CVX
56,2012-04-27,3.17,3.26,-0.08999999999999986,CVX
55,2012-07-27,3.56,3.24,0.31999999999999984,CVX
54,2012-11-02,2.57,2.83,-0.26000000000000023,CVX
53,2013-02-01,3.27,3.03,0.2400000000000002,CVX
52,2013-04-26,3.18,3.08,0.10000000000000009,CVX
51,2013-08-02,2.77,2.96,-0.18999999999999995,CVX
50,2013-11-01,2.57,2.71,-0.14000000000000012,CVX
49,2014-01-31,2.57,2.57,0.0,CVX
48,2014-05-02,2.36,2.51,-0.1499999999999999,CVX
47,2014-08-01,2.98,2.66,0.31999999999999984,CVX
46,2014-10-31,2.95,2.55,0.40000000000000036,CVX
45,2015-01-30,1.85,1.63,0.2200000000000002,CVX
44,2015-05-01,1.37,0.74,0.6300000000000001,CVX
43,2015-07-31,0.3,1.13,-0.8299999999999998,CVX
42,2015-10-30,1.09,0.76,0.33000000000000007,CVX
41,2016-01-29,-0.31,0.48,-0.79,CVX
40,2016-04-29,-0.39,-0.18,-0.21000000000000002,CVX
39,2016-07-29,0.48,0.31,0.16999999999999998,CVX
38,2016-10-28,0.49,0.37,0.12,CVX
37,2017-01-27,0.21,0.64,-0.43000000000000005,CVX
36,2017-04-28,1.23,0.85,0.38,CVX
35,2017-07-28,0.91,0.86,0.050000000000000044,CVX
34,2017-10-27,0.85,0.98,-0.13,CVX
33,2018-02-02,0.73,1.27,-0.54,CVX
32,2018-04-27,1.9,1.48,0.41999999999999993,CVX
31,2018-07-27,1.78,2.09,-0.30999999999999983,CVX
30,2018-11-02,2.11,2.06,0.04999999999999982,CVX
29,2019-02-01,1.95,1.87,0.07999999999999985,CVX
28,2019-04-26,1.39,1.3,0.08999999999999986,CVX
27,2019-08-02,1.77,1.8,-0.030000000000000027,CVX
26,2019-11-01,1.55,1.45,0.10000000000000009,CVX
25,2020-01-31,1.49,1.47,0.020000000000000018,CVX
24,2020-05-01,1.29,0.64,0.65,CVX
23,2020-07-31,-1.59,-0.93,-0.66,CVX
22,2020-10-30,0.11,-0.29,0.39999999999999997,CVX
21,2021-01-29,-0.01,0.08,-0.09,CVX
20,2021-04-30,0.9,0.9,0.0,CVX
19,2021-07-30,1.71,1.59,0.11999999999999988,CVX
18,2021-10-29,2.96,2.21,0.75,CVX
17,2022-01-28,2.56,3.12,-0.56,CVX
16,2022-04-29,3.36,3.27,0.08999999999999986,CVX
15,2022-07-29,5.82,5.1,0.7200000000000006,CVX
14,2022-10-28,5.56,4.81,0.75,CVX
13,2023-01-27,4.09,4.38,-0.29000000000000004,CVX
12,2023-04-28,3.55,3.41,0.13999999999999968,CVX
11,2023-07-28,3.08,2.97,0.10999999999999988,CVX
10,2023-10-27,3.05,3.75,-0.7000000000000002,CVX
9,2024-02-02,3.45,3.29,0.16000000000000014,CVX
8,2024-04-26,2.93,2.87,0.06000000000000005,CVX
7,2024-08-02,2.55,2.93,-0.38000000000000034,CVX
6,2024-11-01,2.51,2.42,0.08999999999999986,CVX
5,2025-01-31,2.06,2.42,-0.3599999999999999,CVX
4,2025-05-02,2.18,2.16,0.020000000000000018,CVX
3,2025-08-01,1.77,1.73,0.040000000000000036,CVX
2,2025-11-07,,2.13,,CVX
135,1993-01-18,0.23,0.28,-0.05000000000000002,BAC
134,1993-04-20,0.28,0.34,-0.06,BAC
133,1993-07-20,0.3,0.29,0.010000000000000009,BAC
132,1993-10-18,0.35,0.31,0.03999999999999998,BAC
131,1994-01-18,0.34,0.33,0.010000000000000009,BAC
130,1994-04-18,0.38,0.35,0.030000000000000027,BAC
129,1994-07-18,0.39,0.37,0.020000000000000018,BAC
128,1994-10-17,0.39,0.39,0.0,BAC
127,1995-01-17,0.36,0.38,-0.020000000000000018,BAC
126,1995-04-17,0.4,0.39,0.010000000000000009,BAC
125,1995-07-17,0.43,0.41,0.020000000000000018,BAC
124,1995-10-16,0.48,0.45,0.02999999999999997,BAC
123,1996-01-16,0.46,0.48,-0.019999999999999962,BAC
122,1996-04-15,0.48,0.47,0.010000000000000009,BAC
121,1996-07-15,0.5,0.49,0.010000000000000009,BAC
120,1996-10-15,0.52,0.51,0.010000000000000009,BAC
119,1997-01-13,0.54,0.53,0.010000000000000009,BAC
118,1997-04-14,0.47,0.46,0.009999999999999953,BAC
117,1997-07-14,0.51,0.5,0.010000000000000009,BAC
116,1997-10-14,0.54,0.54,0.0,BAC
115,1998-01-12,0.56,0.56,0.0,BAC
114,1998-04-13,0.59,0.53,0.05999999999999994,BAC
113,1998-07-13,0.59,0.57,0.020000000000000018,BAC
112,1998-10-14,0.25,0.43,-0.18,BAC
111,1999-01-19,0.46,0.46,0.0,BAC
110,1999-04-19,0.55,0.52,0.030000000000000027,BAC
109,1999-07-19,0.57,0.57,0.0,BAC
108,1999-10-18,0.62,0.6,0.020000000000000018,BAC
107,2000-01-18,0.62,0.61,0.010000000000000009,BAC
106,2000-04-17,0.67,0.62,0.050000000000000044,BAC
105,2000-07-17,0.62,0.62,0.0,BAC
104,2000-10-16,0.66,0.65,0.010000000000000009,BAC
103,2001-01-16,0.43,0.43,0.0,BAC
102,2001-04-16,0.57,0.57,0.0,BAC
101,2001-07-16,0.62,0.59,0.030000000000000027,BAC
100,2001-10-15,0.64,0.62,0.020000000000000018,BAC
99,2002-01-22,0.64,0.62,0.020000000000000018,BAC
98,2002-04-15,0.69,0.67,0.019999999999999907,BAC
97,2002-07-15,0.7,0.7,0.0,BAC
96,2002-10-15,0.73,0.71,0.020000000000000018,BAC
95,2003-01-15,0.85,0.82,0.030000000000000027,BAC
94,2003-04-14,0.8,0.74,0.06000000000000005,BAC
93,2003-07-14,0.9,0.79,0.10999999999999999,BAC
92,2003-10-14,0.96,0.85,0.10999999999999999,BAC
91,2004-01-15,0.92,0.89,0.030000000000000027,BAC
90,2004-04-14,0.92,0.89,0.030000000000000027,BAC
89,2004-07-14,0.93,0.87,0.06000000000000005,BAC
88,2004-10-14,0.91,0.9,0.010000000000000009,BAC
87,2005-01-18,0.94,0.94,0.0,BAC
86,2005-04-18,1.16,0.97,0.18999999999999995,BAC
85,2005-07-18,1.08,1.01,0.07000000000000006,BAC
84,2005-10-19,1.04,1.02,0.020000000000000018,BAC
83,2006-01-23,0.94,1.02,-0.08000000000000007,BAC
82,2006-04-20,1.08,1.0,0.08000000000000007,BAC
81,2006-07-19,1.22,1.1,0.11999999999999988,BAC
80,2006-10-19,1.22,1.15,0.07000000000000006,BAC
79,2007-01-23,1.19,1.18,0.010000000000000009,BAC
78,2007-04-19,1.17,1.15,0.020000000000000018,BAC
77,2007-07-19,1.28,1.2,0.08000000000000007,BAC
76,2007-10-18,0.82,1.06,-0.2400000000000001,BAC
75,2008-01-22,0.05,0.18,-0.13,BAC
74,2008-04-21,0.23,0.41,-0.17999999999999997,BAC
73,2008-07-21,0.72,0.53,0.18999999999999995,BAC
72,2008-10-06,0.15,0.62,-0.47,BAC
71,2009-01-16,-0.48,0.08,-0.5599999999999999,BAC
70,2009-04-20,0.44,0.05,0.39,BAC
69,2009-07-17,0.33,0.28,0.04999999999999999,BAC
68,2009-10-16,-0.26,-0.21,-0.05000000000000002,BAC
67,2010-01-20,-0.6,-0.52,-0.07999999999999996,BAC
66,2010-04-16,0.28,0.09,0.19000000000000003,BAC
65,2010-07-16,0.27,0.22,0.05000000000000002,BAC
64,2010-10-19,0.27,0.16,0.11000000000000001,BAC
63,2011-01-21,0.04,0.14,-0.1,BAC
62,2011-04-15,0.17,0.27,-0.1,BAC
61,2011-07-19,-0.9,-0.9,0.0,BAC
60,2011-10-18,0.31,0.19,0.12,BAC
59,2012-01-19,0.15,0.15,0.0,BAC
58,2012-04-19,0.24,0.12,0.12,BAC
57,2012-07-18,0.17,0.14,0.03,BAC
56,2012-10-17,0.03155,-0.07,0.10155,BAC
55,2013-01-17,0.03,0.02227,0.007729999999999997,BAC
54,2013-04-17,0.2,0.22,-0.01999999999999999,BAC
53,2013-07-17,0.32,0.25,0.07,BAC
52,2013-10-16,0.2,0.18,0.020000000000000018,BAC
51,2014-01-15,0.29,0.26,0.02999999999999997,BAC
50,2014-04-16,-0.05,0.05,-0.1,BAC
49,2014-07-16,0.22,0.29,-0.06999999999999998,BAC
48,2014-10-15,-0.01,-0.06,0.049999999999999996,BAC
47,2015-01-15,0.32,0.31,0.010000000000000009,BAC
46,2015-04-15,0.3,0.29,0.010000000000000009,BAC
45,2015-07-15,0.37,0.36,0.010000000000000009,BAC
44,2015-10-14,0.34,0.33,0.010000000000000009,BAC
43,2016-01-19,0.29,0.26,0.02999999999999997,BAC
42,2016-04-14,0.21,0.22,-0.010000000000000009,BAC
41,2016-07-18,0.37,0.33,0.03999999999999998,BAC
40,2016-10-17,0.41,0.34,0.06999999999999995,BAC
39,2017-01-13,0.41,0.38,0.02999999999999997,BAC
38,2017-04-18,0.41,0.35,0.06,BAC
37,2017-07-18,0.46,0.43,0.030000000000000027,BAC
36,2017-10-13,0.48,0.45,0.02999999999999997,BAC
35,2018-01-17,0.47,0.44,0.02999999999999997,BAC
34,2018-04-16,0.62,0.59,0.030000000000000027,BAC
33,2018-07-16,0.64,0.57,0.07000000000000006,BAC
32,2018-10-15,0.67,0.62,0.050000000000000044,BAC
31,2019-01-16,0.7,0.63,0.06999999999999995,BAC
30,2019-04-16,0.71,0.66,0.04999999999999993,BAC
29,2019-07-17,0.75,0.71,0.040000000000000036,BAC
28,2019-10-16,0.56,0.51,0.050000000000000044,BAC
27,2020-01-15,0.75,0.68,0.06999999999999995,BAC
26,2020-04-15,0.37,0.46,-0.09000000000000002,BAC
25,2020-07-16,0.37,0.27,0.09999999999999998,BAC
24,2020-10-14,0.51,0.49,0.020000000000000018,BAC
23,2021-01-19,0.59,0.55,0.039999999999999925,BAC
22,2021-04-15,0.86,0.66,0.19999999999999996,BAC
21,2021-07-14,0.8,0.77,0.030000000000000027,BAC
20,2021-10-14,0.85,0.71,0.14,BAC
19,2022-01-19,0.82,0.76,0.05999999999999994,BAC
18,2022-04-18,0.8,0.75,0.050000000000000044,BAC
17,2022-07-18,0.78,0.75,0.030000000000000027,BAC
16,2022-10-17,0.81,0.77,0.040000000000000036,BAC
15,2023-01-13,0.85,0.77,0.07999999999999996,BAC
14,2023-04-18,0.94,0.82,0.12,BAC
13,2023-07-18,0.88,0.84,0.040000000000000036,BAC
12,2023-10-17,0.9,0.82,0.08000000000000007,BAC
11,2024-01-12,0.7,0.69,0.010000000000000009,BAC
10,2024-04-16,0.83,0.76,0.06999999999999995,BAC
9,2024-07-16,0.83,0.8,0.029999999999999916,BAC
8,2024-10-15,0.81,0.77,0.040000000000000036,BAC
7,2025-01-16,0.82,0.78,0.039999999999999925,BAC
6,2025-04-15,0.9,0.817,0.08300000000000007,BAC
5,2025-07-16,0.89,0.86,0.030000000000000027,BAC
4,2025-10-15,,0.93,,BAC
10,2005-05-15,,1.83,,SPY
9,2006-02-15,,2.02,,SPY
8,2006-05-15,,2.11,,SPY
95,1997-02-25,0.04969,0.08,-0.030310000000000004,WMT
94,1997-05-12,0.08018,0.04667,0.03351,WMT
92,1997-08-12,0.0584,0.06,-0.0015999999999999973,WMT
91,1998-02-24,0.05833,0.09333,-0.034999999999999996,WMT
90,1998-05-12,0.09512,0.05667,0.03845,WMT
89,1998-11-10,0.07651,0.07333,0.0031799999999999884,WMT
88,1999-02-16,0.07486,0.11,-0.035140000000000005,WMT
87,1999-05-11,0.1162,0.07333,0.04286999999999999,WMT
85,1999-11-09,0.09308,0.09333,-0.0002500000000000002,WMT
84,2000-02-15,0.09676,0.14,-0.043240000000000015,WMT
83,2000-05-09,0.1427,0.09333,0.04937,WMT
82,2000-08-09,0.1186,0.12,-0.0013999999999999985,WMT
81,2000-11-14,0.1017,0.1033,-0.0016000000000000042,WMT
80,2001-03-15,0.1489,0.15,-0.0010999999999999899,WMT
79,2001-09-14,0.1205,0.1233,-0.002800000000000011,WMT
78,2001-11-13,0.1102,0.11,0.00020000000000000573,WMT
76,2002-05-14,0.1217,0.12,0.001700000000000007,WMT
75,2002-08-13,0.1512,0.15,0.0012000000000000066,WMT
74,2003-02-18,0.1351,0.1867,-0.05160000000000001,WMT
73,2003-05-13,0.1411,0.14,0.0010999999999999899,WMT
72,2003-08-13,0.1857,0.1733,0.012399999999999994,WMT
71,2004-02-19,0.1546,0.21,-0.055400000000000005,WMT
70,2004-05-13,0.1678,0.1633,0.004500000000000004,WMT
69,2004-08-12,0.2069,0.2033,0.003599999999999992,WMT
68,2005-02-17,0.1793,0.2467,-0.06740000000000002,WMT
67,2005-05-12,0.1937,0.1867,0.007000000000000006,WMT
66,2005-08-16,0.2237,0.2167,0.007000000000000006,WMT
65,2005-11-14,0.1898,0.19,-0.00020000000000000573,WMT
64,2006-05-16,0.209,0.2033,0.005699999999999983,WMT
63,2006-08-15,0.1664,0.24,-0.0736,WMT
62,2006-11-14,0.2114,0.1967,0.01469999999999999,WMT
61,2007-05-15,0.2282,0.2267,0.0014999999999999736,WMT
60,2007-08-14,0.2395,0.2533,-0.013800000000000034,WMT
59,2007-11-13,0.2348,0.2233,0.01150000000000001,WMT
58,2008-05-13,0.2539,0.25,0.0039000000000000146,WMT
57,2008-08-14,0.2905,0.28,0.010499999999999954,WMT
56,2008-11-13,0.2652,0.2533,0.011899999999999966,WMT
55,2009-05-14,0.2563,0.2567,-0.00040000000000001146,WMT
54,2009-08-13,0.2968,0.2833,0.013500000000000012,WMT
53,2010-02-18,0.2714,0.3733,-0.10190000000000005,WMT
51,2010-05-18,0.291,0.2833,0.007699999999999985,WMT
50,2010-08-17,0.3234,0.32,0.003400000000000014,WMT
49,2011-02-22,0.3154,0.4367,-0.12129999999999996,WMT
48,2011-05-17,0.3225,0.3167,0.005800000000000027,WMT
47,2011-08-16,0.3636,0.36,0.003599999999999992,WMT
46,2012-02-21,0.3216,0.4833,-0.1617,WMT
45,2012-05-17,0.3642,0.3467,0.017500000000000016,WMT
44,2012-08-16,0.394,0.39,0.0040000000000000036,WMT
43,2013-02-21,0.56,0.52,0.040000000000000036,WMT
42,2013-05-16,0.38,0.38,0.0,WMT
41,2013-08-15,0.41,0.42,-0.010000000000000009,WMT
40,2014-02-20,0.53,0.53,0.0,WMT
39,2014-05-15,0.38,0.38,0.0,WMT
38,2014-08-14,0.4,0.4,0.0,WMT
37,2015-02-19,0.54,0.51,0.030000000000000027,WMT
36,2015-05-19,0.34,0.35,-0.009999999999999953,WMT
35,2015-08-18,0.36,0.37,-0.010000000000000009,WMT
34,2016-02-18,0.5,0.49,0.010000000000000009,WMT
33,2016-05-19,0.33,0.29,0.040000000000000036,WMT
32,2016-08-18,0.36,0.34,0.019999999999999962,WMT
31,2016-11-17,0.33,0.32,0.010000000000000009,WMT
30,2017-05-18,0.33,0.32,0.010000000000000009,WMT
29,2017-08-17,0.36,0.36,0.0,WMT
28,2017-11-16,0.33,0.32,0.010000000000000009,WMT
27,2018-05-17,0.38,0.37,0.010000000000000009,WMT
26,2018-08-16,0.43,0.4,0.02999999999999997,WMT
25,2018-11-15,0.36,0.34,0.019999999999999962,WMT
24,2019-05-16,0.38,0.34,0.03999999999999998,WMT
23,2019-08-15,0.42,0.41,0.010000000000000009,WMT
22,2020-02-18,0.46,0.48,-0.019999999999999962,WMT
21,2020-05-19,0.39,0.37,0.020000000000000018,WMT
20,2020-08-18,0.52,0.41,0.11000000000000004,WMT
19,2021-02-18,0.46,0.5,-0.03999999999999998,WMT
18,2021-05-18,0.56,0.41,0.15000000000000008,WMT
17,2021-08-17,0.59,0.52,0.06999999999999995,WMT
16,2022-02-17,0.51,0.5,0.010000000000000009,WMT
15,2022-05-17,0.43,0.49,-0.06,WMT
14,2022-08-16,0.59,0.53,0.05999999999999994,WMT
13,2022-11-15,0.5,0.44,0.06,WMT
12,2023-05-18,0.49,0.44,0.04999999999999999,WMT
11,2023-08-17,0.61,0.56,0.04999999999999993,WMT
10,2023-11-16,0.51,0.51,0.0,WMT
9,2024-02-20,0.6,0.55,0.04999999999999993,WMT
8,2024-05-16,0.6,0.52,0.07999999999999996,WMT
7,2024-08-15,0.67,0.65,0.020000000000000018,WMT
6,2024-11-19,0.58,0.53,0.04999999999999993,WMT
5,2025-02-20,0.66,0.646,0.014000000000000012,WMT
4,2025-05-15,0.61,0.575,0.03500000000000003,WMT
3,2025-08-21,0.68,0.733,-0.052999999999999936,WMT
2,2025-11-20,,0.6,,WMT
19,2021-08-18,0.11,0.08,0.03,HOOD
18,2021-10-26,-2.06,-1.37,-0.69,HOOD
17,2022-01-27,-0.49,-0.34,-0.14999999999999997,HOOD
16,2022-04-28,0.21,-0.31,0.52,HOOD
15,2022-08-02,-0.34,-0.36,0.019999999999999962,HOOD
14,2022-11-02,-0.2,-0.33,0.13,HOOD
13,2023-02-08,-0.19,-0.13,-0.06,HOOD
12,2023-05-10,-0.57,-0.61,0.040000000000000036,HOOD
11,2023-08-02,0.03,0.00732,0.02268,HOOD
10,2023-11-07,-0.09,-0.1,0.010000000000000009,HOOD
9,2024-02-13,0.03,0.0074,0.0226,HOOD
8,2024-05-08,0.18,0.06,0.12,HOOD
7,2024-08-07,0.21,0.15,0.06,HOOD
6,2024-10-30,0.17,0.18,-0.009999999999999981,HOOD
5,2025-02-12,0.54,0.4184,0.12160000000000004,HOOD
4,2025-04-30,0.37,0.3253,0.04470000000000002,HOOD
3,2025-07-30,0.42,0.3067,0.11330000000000001,HOOD
2,2025-10-29,,0.37,,HOOD
133,1993-02-02,0.98,0.88,0.09999999999999998,LMT
132,1993-04-22,0.61,0.59,0.020000000000000018,LMT
131,1993-07-23,0.75,0.71,0.040000000000000036,LMT
130,1993-10-15,0.85,0.83,0.020000000000000018,LMT
129,1994-02-07,1.07,1.04,0.030000000000000027,LMT
128,1994-04-19,0.73,0.7,0.030000000000000027,LMT
127,1994-07-21,0.82,0.8,0.019999999999999907,LMT
126,1994-10-20,0.88,0.89,-0.010000000000000009,LMT
125,1995-02-06,1.17,1.09,0.07999999999999985,LMT
124,1995-04-26,0.56,0.52,0.040000000000000036,LMT
123,1995-07-25,0.61,0.6,0.010000000000000009,LMT
122,1995-10-24,0.65,0.63,0.020000000000000018,LMT
121,1996-01-23,0.69,0.68,0.009999999999999898,LMT
120,1996-04-24,0.61,0.59,0.020000000000000018,LMT
119,1996-07-23,0.67,0.63,0.040000000000000036,LMT
118,1996-10-22,0.69,0.68,0.009999999999999898,LMT
117,1997-01-21,0.74,0.73,0.010000000000000009,LMT
116,1997-04-22,0.67,0.65,0.020000000000000018,LMT
115,1997-07-22,0.7,0.71,-0.010000000000000009,LMT
114,1997-10-21,0.76,0.77,-0.010000000000000009,LMT
113,1998-01-20,0.9,0.89,0.010000000000000009,LMT
112,1998-04-21,0.71,0.72,-0.010000000000000009,LMT
111,1998-07-21,0.77,0.76,0.010000000000000009,LMT
110,1998-10-20,0.84,0.85,-0.010000000000000009,LMT
109,1999-01-28,0.81,0.81,0.0,LMT
108,1999-04-20,0.51,0.52,-0.010000000000000009,LMT
107,1999-07-20,-0.11,-0.13,0.020000000000000004,LMT
106,1999-10-29,0.48,0.47,0.010000000000000009,LMT
105,2000-01-28,0.59,0.59,0.0,LMT
104,2000-04-25,0.12,0.1,0.01999999999999999,LMT
103,2000-07-20,0.29,0.2,0.08999999999999997,LMT
102,2000-10-26,0.28,0.4,-0.12,LMT
101,2001-01-25,0.38,0.36,0.020000000000000018,LMT
100,2001-04-24,0.25,0.21,0.04000000000000001,LMT
99,2001-07-26,0.33,0.28,0.04999999999999999,LMT
98,2001-10-26,0.41,0.37,0.03999999999999998,LMT
97,2002-01-25,0.49,0.48,0.010000000000000009,LMT
96,2002-04-23,0.5,0.47,0.030000000000000027,LMT
95,2002-07-18,0.58,0.57,0.010000000000000009,LMT
94,2002-10-25,0.66,0.65,0.010000000000000009,LMT
93,2003-01-24,0.85,0.81,0.039999999999999925,LMT
92,2003-04-22,0.55,0.42,0.13000000000000006,LMT
91,2003-07-24,0.54,0.52,0.020000000000000018,LMT
90,2003-10-28,0.48,0.57,-0.08999999999999997,LMT
89,2004-01-27,0.77,0.76,0.010000000000000009,LMT
88,2004-04-27,0.65,0.53,0.12,LMT
87,2004-07-27,0.66,0.61,0.050000000000000044,LMT
86,2004-10-26,0.69,0.65,0.039999999999999925,LMT
85,2005-01-27,0.83,0.75,0.07999999999999996,LMT
84,2005-04-26,0.83,0.75,0.07999999999999996,LMT
83,2005-07-26,1.02,0.83,0.19000000000000006,LMT
82,2005-10-25,0.96,0.9,0.05999999999999994,LMT
81,2006-01-26,1.29,1.15,0.14000000000000012,LMT
80,2006-04-25,1.34,1.14,0.20000000000000018,LMT
79,2006-07-25,1.34,1.16,0.18000000000000016,LMT
78,2006-10-24,1.46,1.24,0.21999999999999997,LMT
77,2007-01-25,1.68,1.46,0.21999999999999997,LMT
76,2007-04-24,1.6,1.37,0.22999999999999998,LMT
75,2007-07-24,1.82,1.53,0.29000000000000004,LMT
74,2007-10-23,1.8,1.64,0.16000000000000014,LMT
73,2008-01-24,1.89,1.69,0.19999999999999996,LMT
72,2008-04-22,1.75,1.63,0.1200000000000001,LMT
71,2008-07-22,2.15,1.88,0.27,LMT
70,2008-10-21,1.92,1.89,0.030000000000000027,LMT
69,2009-01-22,2.05,1.92,0.1299999999999999,LMT
68,2009-04-21,1.68,1.64,0.040000000000000036,LMT
67,2009-07-21,1.88,1.81,0.06999999999999984,LMT
66,2009-10-20,2.07,1.83,0.23999999999999977,LMT
65,2010-01-28,2.17,1.99,0.17999999999999994,LMT
64,2010-04-21,1.42,1.34,0.07999999999999985,LMT
63,2010-07-27,1.96,1.78,0.17999999999999994,LMT
62,2010-10-19,1.55,1.53,0.020000000000000018,LMT
61,2011-01-27,2.3,2.11,0.18999999999999995,LMT
60,2011-04-26,1.55,1.51,0.040000000000000036,LMT
59,2011-07-26,2.14,1.93,0.2100000000000002,LMT
58,2011-10-26,1.99,1.81,0.17999999999999994,LMT
57,2012-01-26,2.14,1.94,0.20000000000000018,LMT
56,2012-04-26,2.02,1.7,0.32000000000000006,LMT
55,2012-07-24,2.38,1.91,0.47,LMT
54,2012-10-24,2.21,1.85,0.3599999999999999,LMT
53,2013-01-24,1.91,1.82,0.08999999999999986,LMT
52,2013-04-23,2.33,2.04,0.29000000000000004,LMT
51,2013-07-23,2.64,2.2,0.43999999999999995,LMT
50,2013-10-22,2.57,2.26,0.31000000000000005,LMT
49,2014-01-23,2.61,1.95,0.6599999999999999,LMT
48,2014-04-22,2.87,2.53,0.3400000000000003,LMT
47,2014-07-22,2.76,2.66,0.09999999999999964,LMT
46,2014-10-21,2.76,2.71,0.04999999999999982,LMT
45,2015-01-27,3.01,2.85,0.1599999999999997,LMT
44,2015-04-21,2.74,2.5,0.2400000000000002,LMT
